Stage,Company Name,Address 1,City/State,Postal/Zip,Country,Email/WWW Address,Email,Date Added,Phone,Stock Symbol
,Priovant Therapeutics,151 W 42nd Street 15th Floor,"New York, NY",10001,United States,https://priovanttx.com/index.html,,7/16/2024 9:22,,
,Unichem Pharmaceutical USA,"777 Terrace Ave, STE 102","Hasbrouck Heights, NJ",7604,United States of America,www.unichemusa.com,,7/16/2024 9:22,(201) 226-0240,
,Black Diamond Therapeutics,"One Main Street, 10th Floor","Cambridge, MA",10016,United States of America,https://www.blackdiamondtherapeutics.com/,,7/16/2024 9:22,(617) 252-0848,BDTX
,Avalere Health,"1201 New York Avenue NW, Suite 1000","Washington, DC",20005,United States of America,https://avalere.com/,,7/16/2024 9:22,(202) 207-1300,NONE
,ClaimLogiq,710 Johnnie Dodds Blvd Suite 100,"Mount Pleasant, SC",29464,United States of America,https://www.claimlogiq.com/,,7/16/2024 9:22,(678) 737-7301,NONE
,SmartScripts,"1010 West Madison St, Suite 1","Washington, IA",52353,United States of America,https://smartscripts.com/,,7/16/2024 9:22,(844) 597-6278,NONE
,"LifeMine Therapeutics, Inc.",30 Acorn Park Drive,"Cambridge, MA",2140,United States of America,https://lifeminetx.com,,7/16/2024 9:22,(617) 665-5000,NONE
,"Corvus Pharmaceuticals, Inc.","863 Mitten Road, Suite 102","Burlingame, CA",94010,United States of America,https://www.corvuspharma.com,,7/16/2024 9:22,(650) 900-4520,CRVS
,Meliora Therapeutics,,"San Francisco, CA",94102,United States of America,https://www.melioratherapeutics.com/,,7/16/2024 9:22,,
,Mana Therapeutics,"1450 Research Blvd., Suite 120","Rockville, MD",20850,United States of America,https://www.manatherapeutics.com/,,7/16/2024 9:22,,NONE
,Novex Innovations,,", ",,United States of America,https://www.linkedin.com/company/33237897/,,7/16/2024 9:22,(336) 231-6693,
,RADD Pharmaceuticals,"285 Riverside Ave, Ste 250 (Canaan Off)","Westport, CT",6880,United States of America,,,7/16/2024 9:22,,NONE
,Rapafusyn Research and Development Inc.,855 N Wolfe St,"Baltimore, MD",21205,United States of America,https://www.rapafusyn.com/,,7/16/2024 9:22,(410) 995-8234,NONE
,Obsidian Therapeutics,1030 Massachusetts Ave,"Cambridge, MA",2138,United States of America,https://obsidiantx.com,,7/16/2024 9:22,(781) 806-6245,NONE
,Rejuvitas,,", ",,,,,7/16/2024 9:22,,NONE
,Clariness USA Inc.,62 East Main Street,"Somerville, NJ",8876,United States of America,http://www.clariness.com/,,7/16/2024 9:22,+41 43 233 8660,
,Clarify Health Solutions,"55 2nd St, STE 575","San Francisco, CA",94105,United States of America,www.clarifyhealth.com,,7/16/2024 9:22,(844) 425-2743,NONE
,"Glycomine, Inc.","MBC BioLabs,  733 Industrial Road","San Carlos, CA",94070,United States of America,glycomine.com,,7/16/2024 9:22,(650) 401-2016,NONE
,Latticework Capital,"100 Crescent Court, Suite 200","Dallas, TX",75201,United States of America,https://latticeworkcapital.com/,,7/16/2024 9:22,(214) 613-0179,NONE
,Liberty Advisor Group,30 South Wacker Drive,"Chicago, IL",60606,United States of America,https://www.libertyadvisorgroup.com,,7/16/2024 9:22,(312) 224-2947,NONE
,Rainwater Charitable Foundation,"777 Main St., Ste. 2250","Fort Worth, TX",76102,United States of America,http://www.rainwatercharitablefoundation.org,,7/16/2024 9:22,,NONE
,Trishula Therapeutics,2268 Westborough Blvd Suite 302 #263,"South San Francisco, CA",94080,United States of America,https://www.trishulatx.com,,7/16/2024 9:22,(650) 509-5732,NONE
,WCG (WIRB-Copernicus Group),"212 Carnegie Center, Suite 301","Princeton, NJ",8540,United States of America,www.wcgclinical.com,,7/16/2024 9:22,(609) 945-0101,NONE
,Dark Horse Consulting,"1255 Treat Boulevard, Suite #230","Walnut Creek, CA",94597,United States of America,http://www.darkhorseconsulting.us,,7/16/2024 9:22,(408) 326-0303  Ex. 107,NONE
,Port Therapeutics,1927 Paseo Rancho Castilla,"Los Angeles, CA",90032,United States of America,https://porttherapeutics.com/,,7/16/2024 9:22,,
,Confo Therapeutics,"Pleinlaan 2 Building E, 7th Floor, Room","Brussels, ",1050,Belgium,http://confotherapeutics.com/,,7/16/2024 9:22,,
,JPA Health,"1101 Connecticut Ave, NW, Suite 600","Washington, DC",20036,United States of America,https://jpa.com,,7/16/2024 9:22,(202) 591-4000,NONE
,"Tessellate, LLC","4405 Cox Road, STE 150","Glen Allen, VA",23060,United States of America,www.tessellate.com,,7/16/2024 9:22,(804) 977-0500,
,Mantra Bio,455 Mission Bay Blvd South,"San Francisco, CA",94158,United States of America,https://mantrabio.com/,,7/16/2024 9:22,,NONE
,"Nurix, Inc.",1700 Owens Street#500,"San Francisco, CA",94158,United States of America,https://www.nurixtx.com/,,7/16/2024 9:22,(415) 660-5320,NRIX
,Alpha-9 Theranostics Inc.,595 Burrard Street,"Vancouver, BC",,Canada,https://www.alpha9tx.com/,,7/16/2024 9:22,,NONE
,Quiet Therapeutics,,", ",,Israel,quietx.com,,7/16/2024 9:22,+972 5 497 35132,
,"Tentarix Biotherapeutics, Inc.","10355 Science Center Drive, Suite 120","San Diego, CA",92121,United States of America,https://www.tentarix.com/,,7/16/2024 9:22,(858) 866-8832,NONE
,Lightship,222 Pacific Coast Highway,"El Segundo, CA",90245,United States of America,https://www.lightship.com/,,7/16/2024 9:22,(855) 544-4820,NONE
,Vesigen Therapeutics,790 Memorial Drive Suite 103,"Cambridge, MA",2139,United States of America,https://www.vesigentx.com/,,7/16/2024 9:22,,NONE
,Principia Biopharma,220 E. Grand Avenue,"South San Francisco, CA",94080,United States of America,http://www.principiabio.com/,,7/16/2024 9:22,(650) 416-7700,NONE
,Hetero Drugs Limited,Hetero Drugs Limited,"SANATH NAGAR, HYDERABAD",500 018. A.P,India,www.heterodrugs.com,,7/16/2024 9:22,+91 402 3704923242526,
,Domain Therapeutics,7171 Frédérick Banting,"Montreal, QC",H4S 1Z9,Canada,http://www.domaintherapeutics.com,,7/16/2024 9:22,,
,Dyania Health,"525 Washington Blvd, Suite 300","Jersey City, NJ",7310,United States of America,https://dyaniahealth.com/,,7/16/2024 9:22,,NONE
,Tempest Therapeutics,7000 Shoreline Court Suite 275,"South San Francisco, CA",94080,United States of America,https://www.tempesttx.com/,,7/16/2024 9:22,(415) 798-8589,TPST
,Guide Therapeutics,1860 Montreal RD,"Tucker, GA",30084,United States of America,https://guidetx.com,,7/16/2024 9:22,,NONE
,Sail Biomedicines,140 First Street,"Cambridge, MA",2141,United States of America,https://www.sail.bio/,,7/16/2024 9:22,(617) 218-1612,NONE
,Ovid Therapeutics,"441 9th Avenue, 14th Floor","New York, NY",10001,United States of America,http://www.ovidrx.com,,7/16/2024 9:22,(646) 661-7661,OVID
,Mnemo Therapeutics,430 E 29th Street Suite 1530,"New York, NY",10016,United States of America,http://mnemo-tx.com,,7/16/2024 9:22,(855) 663-6689,NONE
,VisualDX,302 N. Goodman Street Suite E200,"Rochester, NY",14607,United States of America,https://www.visualdx.com/,,7/16/2024 9:22,(800) 357-7611,NONE
,Kojin Therapeutics,"One Kendall Square, Building 200","Cambridge, MA",2139,United States of America,https://kojintx.com/,,7/16/2024 9:22,,NONE
,Aro Biotherapeutics,"3675 Market Street, Suite 200","Philadelphia, PA",19104,United States of America,https://www.arobiotx.com/,,7/16/2024 9:22,,NONE
,CRISPR Therapeutics,610 Main Street,"Cambridge, MA",2139,United States of America,http://www.crisprtx.com,,7/16/2024 9:22,(617) 315-4600,CRSP
,Humacyte,2525 E NC Highway 54,"Durham, NC",27713,United States of America,https://humacyte.com,,7/16/2024 9:22,(919) 313-9633,HUMA
,"KalVista Pharmaceuticals, Inc.",55 Cambridge Parkway Suite 901E,"Cambridge, MA",2142,United States of America,www.kalvista.com,,7/16/2024 9:22,(857) 999-0075,KALV
,ArchWell Health,102 Woodmont Blvd #600,"Nashville, TN",37205,United States of America,http://archwellhealth.com/,,7/16/2024 9:22,,
,Capsida Biotherapeutics,1290 Rancho Conejo Blvd,"Newbury Park, CA",91320,United States of America,http://capsida.com/,,7/16/2024 9:22,,NONE
,GHO Capital Partners LLP,21 St James’s Square,"London, London",SW1Y 4JZ,United Kingdom,https://ghocapital.com/,,7/16/2024 9:22,+44 20 3700 7440,NONE
,AbSci,18105 SE Mill Plain Blvd.,"Vancouver, WA",98683,United States of America,http://www.absci.com/,,7/16/2024 9:22,(360) 949-1041,ABSI
,Atsena Therapeutics,"8 Davis Drive, Suite 300","Durham, NC",27709,United States of America,https://atsenatx.com/,,7/16/2024 9:22,,NONE
,Akouos,"645 Summer Street, Suite 200","Boston, MA",2210,United States of America,https://akouos.com/,,7/16/2024 9:22,(857) 410-1818,AKUS
,Aster Insights,13610 Big Bend Drive #5519,"Hudson, FL",34667,United States of America,http://www.m2gen.com,,7/16/2024 9:22,(727) 893-8111,NONE
,Equian,5975 Castle Creek Pkwy Suite 100,"Indianapolis, IN",46250,United States of America,http://equian.com,,7/16/2024 9:22,(800) 962-6831,NONE
,"Boundless Bio, Inc.","9880 Campus Point Dr., Ste 120","San Diego, CA",92121,United States of America,,,7/16/2024 9:22,,
,Escient Pharmaceuticals,"10578 Science Center Drive, Suite 250","San Diego, CA",92121,United States of America,https://www.escientpharma.com/,,7/16/2024 9:22,(858) 617-8220,NONE
,Raintree Systems,2820 S. Alma School Road Suite 18,"Chandler, AZ",85286,United States of America,https://www.raintreeinc.com,,7/16/2024 9:22,(951) 252-9400,
,Surrozen Inc.,"171 Oyster Pt. Blvd., Suite 400","South San Francisco, CA",94080,United States of America,http://surrozen.com/,,7/16/2024 9:22,,SRZN
,Morphic Therapeutic,"35 Gatehouse Drive, A2","Waltham, MA",2451,United States of America,https://www.morphictx.com/,,7/16/2024 9:22,(781) 996-0955,MORF
,Latigo Therapeutics,"1290 Rancho Conejo Boulevard, Suite 102","Thousand Oaks, CA",91320,United States of America,,,7/16/2024 9:22,,
,Oncternal Therapeutics,"12230 El Camino Real, Suite 300","San Diego, CA",92130,United States of America,http://www.oncternal.com/,,7/16/2024 9:22,(858) 434-1113,ONCT
,Eversana,190 N Milwaukee St,"Milwaukee, WI",53202,United States of America,https://www.eversana.com,,7/16/2024 9:22,(414) 434-4600,NONE
,"AveXis, Inc","2275 Half Day Road, Suite 200","Bannockburn, IL",60015,United States of America,https://avexis.com/,,7/16/2024 9:22,(847) 572-8280,NONE
,"Caerus US 1 Inc, a Norstella company","One Pennsylvania Plaza, Suite 2505","New York, NY",10119,United States of America,www.mmitnow.com,,7/16/2024 9:22,(800) 643-7226,NONE
,"Guidehealth, LLC",,", ",,,,,7/16/2024 9:22,,
,ReNAgade Therapeutics,"450 Kendall Street, c/o MPM Capital","Cambridge, MA",2142,United States of America,no website as of 9/28/2021,,7/16/2024 9:22,,NONE
,Cognate BioServices Inc,7513 Connelley Drive Suite I,"Hanover, MD",21076,United States of America,http://www.cognatebioservices.com/,,7/16/2024 9:22,(901) 541-9800,NONE
,Harpoon Therapeutics,"131 Oyster Point Boulevard, Suite 300","South San Francisco, CA",94080,United States of America,http://harpoontx.com/,,7/16/2024 9:22,(650) 443-7400,HARP
,"GABA, Inc.","5000 Birch Street, West Tower, Suite 300","Newport Beach, CA",92660,United States of America,https://gabarx.com,,7/16/2024 9:22,(855) 277-3477,NONE
,"Arbor Biotechnologies, Inc.","20 Acorn Park Drive, Tower 500","Cambridge, MA",2140,United States of America,https://arbor.bio,,7/16/2024 9:22,(857) 301-6366,NONE
,Virtus Pharmaceuticals,"2050 Cabot Blvd West, Suite 200","Langhorne, PA",19047,United States of America,http://www.virtusrx.com,,7/16/2024 9:22,(813) 283-1344,NONE
,Synlogic,"301 Binney Street, Suite 402","Cambridge, MA",2142,United States of America,www.synlogictx.com,,7/16/2024 9:22,(617) 401-9975,SYBX
,Veradigm,,"Chicago, IL",60654,United States of America,www.veradigmhealth.com,,7/16/2024 9:22,,NONE
,Celsius Therapeutics,"215 First Street, Suite 401S","Cambridge, MA",2142,United States of America,http://celsiustx.com,,7/16/2024 9:22,(857) 776-7400,NONE
,Ribogenics,,", ",,,,,7/16/2024 9:22,,
,ImCheck Therapeutics,249 Bd de Sainte-Marguerite,"Marseille, ",,France,http://www.imchecktherapeutics.com/,,7/16/2024 9:22,,NONE
,Imbria Pharmaceuticals,"265 Franklin Street, Suite #1702","Boston, MA",2110,United States of America,http://www.imbriapharmaceuticals.com/,,7/16/2024 9:22,(617) 675-4060,NONE
,CluePoints Inc.,"1000 Continental Drive, Suite 240","King of Prussia, PA",19406,United States of America,www.cluepoints.com,,7/16/2024 9:22,(617) 765-7129,NONE
,3T Biosciences,"681 Gateway Blvd, Fourth Floor","South San Francisco, CA",94080,United States of America,https://www.3tbiosciences.com/,,7/16/2024 9:22,,NONE
,Compass Therapeutics,"80 Guest Street, Suite 601","Boston, MA",2135,United States of America,http://compasstherapeutics.com/,,7/16/2024 9:22,(617) 500-8099,CMPX
,Elevate Bio,139 Main St Suite 500,"Cambridge, MA",2138,United States of America,https://www.elevate.bio/,,7/16/2024 9:22,,NONE
,Longboard Pharmaceuticals,"4275 Executive Square, Ste 950","La Jolla, CA",92037,United States of America,https://www.longboardpharma.com/,,7/16/2024 9:22,(619) 592-9775,
,Anebulo Pharmaceuticals,"1415 Ranch Road 620 South, Suite 201","Lakeway, TX",78734,United States of America,https://www.anebulo.com/,,7/16/2024 9:22,(512) 598-0931,ANEB
,ZielBio,705D Dale Avenue,"Charlottesville, VA",22903,United States of America,https://zielbio.com,,7/16/2024 9:22,(434) 202-7771,NONE
,TOLREMO Therapeutics,Hofackerstrasse 40b,"Muttenz, ",CH-4132,Switzerland,https://www.tolremo.com/,,7/16/2024 9:22,,
,Alliance Clinical Network,"601 State Street, Suite 280","Southlake, TX",76092,United States of America,https://allianceclinicalnetwork.com,,7/16/2024 9:22,,
,Omniox,181 2nd Street,"San Francisco, CA",94105,United States of America,http://www.omniox.com/,,7/16/2024 9:22,,NONE
,Coral GPO LLC,,", ",,,,,7/16/2024 9:22,,
,CTRL Therapeutics,,", ",,United States of America,https://www.ctrl-therapeutics.com/,,7/16/2024 9:22,,
,Aspa Therapeutics,421 Kipling St.,"Palo Alto, CA",94301,United States of America,https://aspatx.com/,,7/16/2024 9:22,,NONE
,Pyramid Biosciences,330 Bear Hill Rd Suite 302,"Waltham, MA",2451,United States of America,https://pyramidbio.com,,7/16/2024 9:22,(781) 530-4461,NONE
,Xaira Therapeutics,,"San Francisco, CA",94102,United States of America,,,7/16/2024 9:22,,
,WindMIL Therapeutics,"1812 Ashland Avenue, 1st Floor, Suite 10","Baltimore, MD",21205,United States of America,https://windmiltx.com/,,7/16/2024 9:22,(410) 558-1906,NONE
,Nexelis,"645 Elliott Avenue West, STE 300","Seattle, WA",98119,United States of America,https://nexelis.com,contact@pacbio.com,7/16/2024 9:22,(206) 298-0068,NONE
,Cressey & Company,155 N. Wacker Drive Suite 4500,"Chicago, IL",60606,United States of America,http://cresseyco.com/,,7/16/2024 9:22,(312) 945-5700,NONE
,EdenRoc Sciences,"10 Canal Park, Suite 101","Cambridge, MA",2141,United States of America,https://edenrocsciences.com,,7/16/2024 9:22,(612) 600-0213,NONE
,Immunocore,2273 Research Boulevard Suite 220,"Rockville, MD",20850,United States of America,http://www.immunocore.com/,,7/16/2024 9:22,(484) 534-5261,IMCR
,Stemline Therapeutics Inc,"750 Lexington Ave, 11th Floor","New York, NY",10022,United States of America,http://www.stemline.com/,,7/16/2024 9:22,(646) 502-2310,
,Alpheus Medical (Previously Craniovation),3510 Hopkins Place N,"Oakdale, MN",55128,United States of America,https://www.alpheusmedical.com/,,7/16/2024 9:22,,NONE
,Elevation Oncology,"888 7th Ave, 12th Floor","New York, NY",10106,United States of America,https://elevationoncology.com/,,7/16/2024 9:22,(716) 371-1125,ELEV
,Applied Molecular Transport,329 Oyster Point Blvd. Suite 300,"South San Francisco, CA",94080,United States of America,http://www.appliedmt.com,,7/16/2024 9:22,(650) 392-0420,AMTI
,CREO,"2605 Meridian Parkway, Suite 101","Durham, NC",27713,United States of America,https://www.creoinc.net/,,7/16/2024 9:22,(919) 589-1212,NONE
,Cure Forward,263 Summer St.,"Boston, MA",2110,United States of America,,,7/16/2024 9:22,(650) 463-4052,NONE
,Javara,"450 N. Patterson Ave, Suite 400","Winston-Salem, NC",27101,United States of America,www.javararesearch.com,,7/16/2024 9:22,(336) 365-0538,NONE
,Fulcrum Therapeutics,26 Landsdowne Street,"Cambridge, MA",2139,United States of America,https://www.fulcrumtx.com/,,7/16/2024 9:22,(617) 651-8851,FULC
,Design Therapeutics,"6005 Hidden Valley Road, Suite 110","Carlsbad, CA",92011,United States of America,https://www.designtx.com/,,7/16/2024 9:22,(858) 293-4900,DSGN
,Sentier Therapeutics,"4747 Executive Drive, Suite 510","San Diego, CA",92121,United States of America,,,7/16/2024 9:22,(858) 200-3830,
,Quell Therapeutics,84 Wood Lane,"London, ",W12 OBZ,United Kingdom,https://quell-tx.com,,7/16/2024 9:22,2070969012,NONE
,HVH Precision Analytics,200 Madison Avenue,"New York, NY",10013,United States of America,http://www.hvhprecision.com/,,7/16/2024 9:22,,NONE
,Origin,4221 Kipling St,"Palo Alto, CA",94301,,,,7/16/2024 9:22,,
,Dyne Therapeutics,1560 Trapelo Road,"Waltham, MA",2451,United States of America,https://www.dyne-tx.com/,,7/16/2024 9:22,(781) 786-8230,DYN
,"Neoleukin Therapeutics, Inc.","188 East Blaine, Suite 450","Seattle, WA",98102,United States of America,http://neoleukin.com/,,7/16/2024 9:22,(855) 226-6447,NLTX
,Haystack Oncology,,", ",,,,,7/16/2024 9:22,,NONE
,Piramal Critical Care Inc,3950 Schelden Circle,"Bethlehem, PA",18017,United States of America,https://piramalcriticalcare.us/,,7/16/2024 9:22,(800) 414-1901,NONE
,Integra Connect,6011 University Blvd,"Ellicott, MD",21043,United States of America,http://www.integraconnect.com,,7/16/2024 9:22,(855) 893-2476,NONE
,Corvidia Therapeutics,35 Gatehouse Drive,"Waltham, MA",2451,United States of America,http://corvidiatx.com/,,7/16/2024 9:22,(917) 322-2216,NONE
,Resolian (Previously Alliance Pharma),17 Lee Boulevard,"Malvern, PA",19355,United States of America,https://www.resolian.com/,,7/16/2024 9:22,(610) 296-3152,NONE
,ProMIS Neurosciences,"Cambridge Innovation Center, 1 Broadway","Cambridge, MA",2142,United States of America,http://promisneurosciences.com/,,7/16/2024 9:22,,TSX: PMN
,"Biora Therapeutics (Previously Progenity, Inc.)",4330 La Jolla Village Drive Suite 300,"San Diego, CA",92122,United States of America,https://www.bioratherapeutics.com/,,7/16/2024 9:22,(855) 293-2639,PROG
,Rheos Medicines,"245 First St, Suite 200","Cambridge, MA",2142,United States of America,https://rheosrx.com,,7/16/2024 9:22,(857) 777-4242,NONE
,Limelight Bio,,", MA",,United States of America,https://www.limelightbio.com/,,7/16/2024 9:22,,
,"Radionetics Oncology, Inc.","70 Willow Road, Suite 200","San Diego, CA",92101,United States of America,https://radionetics.com,,7/16/2024 9:22,(858) 218-6617,NONE
,Ikena Oncology,645 Summer Street Suite 101,"Boston, MA",2210,United States of America,https://ikenaoncology.com/,,7/16/2024 9:22,(857) 273-8343,IKNA
,Exicure,2430 N. Halsted Street,"Chicago, IL",60614,United States of America,www.exicuretx.com,,7/16/2024 9:22,(847) 673-1700,XCUR
,ERYtech Pharma,"1 Main Street, Suite 300","Cambridge, MA",2142,United States of America,www.erytech.com,,7/16/2024 9:22,(267) 499-2031,ERYP
,Comet Therapeutics,610 Main Street,"Cambridge, MA",2139,United States of America,https://comettherapeutics.com/,,7/16/2024 9:22,,NONE
,"Sigilon Therapeutics, Inc.","100 Binney Street, Suite 600","Cambridge, MA",2142,United States of America,http://sigilon.com,,7/16/2024 9:22,(617) 336-7540,SGTX
,Replimune,"500 Unicorn Park Dr., 3rd Floor","Woburn, MA",1801,United States of America,www.replimune.com,,7/16/2024 9:22,(781) 222-9600,REPL
,"Triana Biomedicines, Inc.","400 Totten Pond Road, Suite 120","Waltham, MA",2451,United States of America,https://trianabio.com,,7/16/2024 9:22,(781) 317-4414,NONE
,XCures,1901 Harrison Street Suite 1100,"Oakland, CA",94612,United States of America,http://xCures.com,,7/16/2024 9:22,(650) 530-3636,NONE
,Related Sciences LLC,"1624 Market St, Suite 202, #96870","Denver, CO",80202,United States of America,https://www.related.vc/,,7/16/2024 9:22,,
,TARA Biosystems,430 East 29th Street Suite #1015,"New York, NY",10016,United States of America,http://tarabiosystems.com/,,7/16/2024 9:22,(347) 461-5473,NONE
,Vanqua,"2430 N Halsted Street, Suite 110","Chicago, IL",60614,United States of America,https://www.vanquabio.com/,,7/16/2024 9:22,,NONE
,"Korro Bio, Inc.","One Kendall Square, Building 600-700","Cambridge, MA",2139,United States of America,http://www.korrobio.com,,7/16/2024 9:22,(617) 468-1999,NONE
,"Rubius Therapeutics, Inc.","399 Binney Street, Suite 300","Cambridge, MA",2139,United States of America,http://www.rubiustx.com/,,7/16/2024 9:22,(617) 679-9600,RUBY
,Abivax,"5, rue de la Baume","Paris, MA",75008,France,http://www.abivax.com/,,7/16/2024 9:22,+33 0 15 38 30 841,
,Jounce Therapeutics,780 Memorial Drive,"Cambridge, MA",2139,United States of America,www.jouncetx.com,,7/16/2024 9:22,(857) 259-3840,JNCE
,Apellis Pharmaceuticals,"100 5th Avenue, 3rd Floor","Waltham, MA",2451,United States of America,http://www.apellis.com,,7/16/2024 9:22,(502) 241-4114,APLS
,Paros Bio,75 Kneeland Street 14th Floor,"Boston, MA",2111,United States of America,https://www.parosbio.com,,7/16/2024 9:22,,NONE
,TEKsystems,7437 Race Road,"Hanover, MD",21076,United States of America,https://www.teksystems.com,,7/16/2024 9:22,(410) 540-7700,NONE
,Trio Health,"1020 Prospect Ave, Ste 312","La Jolla, CA",92037,United States of America,www.triohealth.com,,7/16/2024 9:22,(858) 771-2500,NONE
,TriNetX,"125 Cambridgepark Drive, Suite 500","Cambridge, MA",2140,United States of America,https://trinetx.com,,7/16/2024 9:22,(857) 285-6037,NONE
,resTORbio,"500 Boylston Street, 13th Floor","Boston, MA",2116,United States of America,https://www.restorbio.com,,7/16/2024 9:22,(857) 315-5528,TORC
,Verana Health,535 Mission Street #1929,"San Francisco, CA",94105,United States of America,www.veranahealth.com,,7/16/2024 9:22,(650) 223-5560,NONE
,Avidity Biosciences,10578 Science Center Drive Suite 125,"San Diego, CA",92121,United States of America,http://www.aviditybiosciences.com,,7/16/2024 9:22,(858) 401-7900,RNA
,Octant Bio,6701 Hollis Street,"Emeryville, CA",94608,United States of America,https://www.octant.bio/,,7/16/2024 9:22,,NONE
,Plexium,"9330 Scranton Road, Suite 500","San Diego, CA",92121,United States of America,http://plexium.com/,,7/16/2024 9:22,(858) 290-4510,NONE
,Lexeo Therapeutics,"430 East 29th Street, 14th Floor","New York, NY",10001,United States of America,https://www.lexeotx.com/,,7/16/2024 9:22,(212) 547-9879,NONE
,Syros Pharmaceuticals,"35 CambridgePark Drive,  Floor 4","Cambridge, MA",2140,United States of America,https://www.syros.com/,,7/16/2024 9:22,(617) 744-1340,SYRS
,Spyre Therapeutics,221 Crescent St,"Waltham, MA",2435,United States of America,,,7/16/2024 9:22,,
,ITM Isotope Technologies Munich SE,85748 Garching,"Munich, Germany",na,Germany,https://itm-radiopharma.com/,,7/16/2024 9:22,+49 89329 8 98 6600,
,IMV,"130 Eileen Stubbs Avenue, Suite 19","Dartmouth, NS",B3B 2C4,Canada,https://imv-inc.com/,,7/16/2024 9:22,(902) 492-1819,IMV
,Retromer,,"New Castle, DE",,United States of America,no website as of 4/4/2022,,7/16/2024 9:22,,NONE
,Xcell Biosciences,455 Mission Bay Blvd South,"San Francisco, CA",94158,United States of America,info@xcellbio.com,,7/16/2024 9:22,(415) 937-0321,NONE
,AZTherapies,200 Clarendon St. 17th Floor,"Boston, MA",2116,United States of America,http://www.aztherapies.com/,,7/16/2024 9:22,(617) 318-3411,NONE
,"Invivyd, Inc.","1601 Trapelo Road, Suite 178","Waltham, MA",2451,United States of America,https://invivyd.com/,,7/16/2024 9:22,(781) 819-0080,IVVD
,Replay Holdings,"5555 Oberlin Drive, Unit 120","San Diego, CA",92101,United States of America,https://www.replay.bio/,,7/16/2024 9:22,,NONE
,"Mammoth Biosciences, Inc.",1000 Marina Blvd. Suite 600,"Brisbane, CA",94005,United States of America,https://mammoth.bio/,,7/16/2024 9:22,,NONE
,Tavanta Therapeutics,"1000 First Avenue, Suite 405","King of Prussia, PA",19406,United States of America,https://www.tavanta.com/,,7/16/2024 9:22,(610) 424-2795,NONE
,"Lysovant Sciences, Inc.","151 W 42nd Street, 15th Floor","New York, NY",10036,United States of America,https://lysovant.com/,,7/16/2024 9:22,,NONE
,Symphony Health Solutions,"731 Arbor Way, Suite 100","Blue Bell, PA",19422,United States of America,www.symphonyhealth.com,,7/16/2024 9:22,(215) 444-8700,NONE
,Envision Pharma Group,5 North Street,"West Sussex, CT",RH12 1XQ,United States of America,envisionpharmagroup.com,,7/16/2024 9:22,+44 1403 322 000,NONE
,OCON Medical,Hamiktso’ot Blvd. 14,"Modiin, Israel",7178095,Israel,https://oconmed.com/,,7/16/2024 9:22,+972 7 221 50105,NONE
,Adrenas Therapeutics,"1001 William Moore Drive, Suite 100","Raleigh, NC",27607,United States of America,https://adrenastx.com,,7/16/2024 9:22,,NONE
,Eccrine Systems,"9078 Union Centre Blvd., Suite 350","Cincinnati, OH",45201,United States of America,http://www.eccrinesystems.com/,,7/16/2024 9:22,(513) 263-2734,
,Genuiti Therapeutics,,"Boston, MA",2108,United States of America,www.genuititx.com,,7/16/2024 9:22,,
,Immunome,"665 Stockton Drive, Suite 300","Exton, PA",19341,United States of America,https://immunome.com/,,7/16/2024 9:22,(610) 321-3700,IMNM||NONE
,RAPT Therapeutics,561 Eccles Avenue,"South San Francisco, CA",94080,United States of America,https://www.rapt.com,,7/16/2024 9:22,(650) 489-9000,RAPT
,Jubilant HollisterStier,3525 N Regal Street,"Spokane, WA",99207,United States of America,http://www.jublhs.com/,,7/16/2024 9:22,(509) 489-5656,
,Third Harmonic Bio,"300 Technology Sq., 8th Floor","Cambridge, MA",2139,United States of America,,,7/16/2024 9:22,,NONE
,Cecelia Health,750 Lexington Avenue,"New York City, NY",10022,United States of America,https://www.ceceliahealth.com,,7/16/2024 9:22,(866) 411-0254,NONE
,"Lilly China Research and Development Company, Limited LCRDC",Building 8 No.338 Jia Li Lue Road,"Shanghai, China",,China,,,7/16/2024 9:22,+86 21 20805251,
,Ardelyx Inc.,34175 Ardenwood Boulevard,"Fremont, CA",94555,United States of America,http://www.ardelyx.com,,7/16/2024 9:22,(510) 745-1700,ARDX
,NodThera,430 Bedford Street,"Lexington, MA",2420,United States of America,https://nodthera.com/,,7/16/2024 9:22,,NONE
,Cellares,345 Allerton Ave,"South San Francisco, CA",94080,United States of America,http://www.cellares.com/,,7/16/2024 9:22,(833) 235-5273,NONE
,"Immunovant, Inc.",324 Blackwell St. Suite 1220,"Durham, NC",27701,United States of America,https://immunovant.com,,7/16/2024 9:22,(917) 580-3099,IMVT
,Talaris Therapeutics,"300 E Market Street, Suite 350","Louisville, KY",40202,United States of America,https://talaristx.com,,7/16/2024 9:22,(502) 398-9250,TALS
,Aeglea BioTherapeutics,805 Las Cimas Parkway Suite 100,"Austin, TX",78746,United States of America,https://www.aeglea.com,,7/16/2024 9:22,(512) 942-2935,AGLE
,Carcell Biopharma Inc.,,", ",,,,,7/16/2024 9:22,,
,Federation Bio,280 Utah Ave Suite 250,"South San Francisco, CA",94080,United States of America,https://www.federation.bio,,7/16/2024 9:22,(650) 434-8282,NONE
,Equiscript,1360 Truxtun Avenue Suite 300,"North Charleston, SC",29405,United States of America,http://www.equiscript.com/,,7/16/2024 9:22,(843) 300-1930,
